NO_OF_SAMPLES	23345
FREQUENCY	1000
TIME_STAMP	2024-03-28, 16:25:31.372	8765.20812810
FIRST_SAMPLE	8291
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Kistler Force Plates
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	6157649
FORCE_PLATE_CORNER_POSX_POSY_X	600.000024
FORCE_PLATE_CORNER_POSX_POSY_Y	-409.999996
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	600.000024
FORCE_PLATE_CORNER_NEGX_POSY_Y	-810.000002
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_Y	-810.000002
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_Y	-409.999996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_OFFSET_X	0.000000
FORCE_PLATE_OFFSET_Y	0.000000
FORCE_PLATE_OFFSET_Z	0.000000
FORCE_PLATE_LENGTH	600.000024
FORCE_PLATE_WIDTH	400.000006
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
8449	8.44800	-0.036067	0.018034	0.180337	0.027035	0.005901	0.009378	0.000000	0.000000	0.000000	
8450	8.44900	-0.018034	0.036067	0.216404	0.018374	0.007271	0.013706	0.000000	0.000000	0.000000	
8451	8.45000	-0.036067	0.036067	0.108202	0.031489	0.007017	0.008656	0.000000	0.000000	0.000000	
8452	8.45100	-0.036067	0.054101	0.090169	0.154498	0.031732	0.013706	0.000000	0.000000	0.000000	
8453	8.45200	-0.036067	0.072135	0.072135	0.063292	0.014491	0.018755	0.000000	0.000000	0.000000	
8454	8.45300	-0.054101	0.036067	0.090169	0.027169	0.004313	0.018034	0.000000	0.000000	0.000000	
8455	8.45400	-0.018034	0.036067	0.180337	0.011575	0.003272	0.020919	0.000000	0.000000	0.000000	
8456	8.45500	0.000000	0.036067	0.198371	0.008194	0.002102	0.012984	0.000000	0.000000	0.000000	
8457	8.45600	0.018034	0.036067	0.162303	0.008228	-0.001230	0.019476	0.000000	0.000000	0.000000	
8458	8.45700	0.036067	0.018034	0.090168	0.009180	0.008231	0.016591	0.000000	0.000000	0.000000	
8459	8.45800	0.054101	0.036067	0.090169	0.030447	0.009511	0.006492	0.000000	0.000000	0.000000	
8460	8.45900	0.036067	0.054101	0.072135	0.011250	0.012366	0.015148	0.000000	0.000000	0.000000	
8461	8.46000	0.000000	0.054101	0.090169	0.028202	0.011323	0.018034	0.000000	0.000000	0.000000	
8462	8.46100	0.054101	0.036067	0.072135	0.025888	0.014679	0.015148	0.000000	0.000000	0.000000	
8463	8.46200	0.036067	0.036067	0.054101	0.024688	0.005694	0.014427	0.000000	0.000000	0.000000	
8464	8.46300	0.018034	0.054101	0.144270	0.010891	0.000821	0.011542	0.000000	0.000000	0.000000	
8465	8.46400	0.018034	0.036067	0.162303	0.015143	0.002772	0.009378	0.000000	0.000000	0.000000	
8466	8.46500	0.000000	0.000000	0.108202	0.050646	-0.009063	0.015870	0.000000	0.000000	0.000000	
8467	8.46600	0.018034	0.054101	0.144270	0.018109	0.004576	0.020198	0.000000	0.000000	0.000000	
8468	8.46700	0.036067	0.036067	0.126236	0.023220	0.007076	0.017312	0.000000	0.000000	0.000000	
8469	8.46800	0.036067	0.036067	0.054101	0.090222	-0.002217	0.012984	0.000000	0.000000	0.000000	
8470	8.46900	0.018034	0.036067	0.054101	0.119838	0.012798	0.019476	0.000000	0.000000	0.000000	
8471	8.47000	0.036067	0.054101	0.036067	0.017800	0.003554	0.020919	0.000000	0.000000	0.000000	
8472	8.47100	0.018034	0.054101	0.018034	-5.155493	-2.643910	0.012984	0.000000	0.000000	0.000000	
8473	8.47200	0.000000	0.036067	0.018034	-692.333740	-170.281113	0.017312	0.000000	0.000000	0.000000	
8474	8.47300	0.036067	0.018034	0.072135	0.030358	0.007615	0.010820	0.000000	0.000000	0.000000	
8475	8.47400	0.000000	0.018034	0.054101	0.034018	0.008785	0.013706	0.000000	0.000000	0.000000	
8476	8.47500	0.018034	0.018034	0.000000	0.000000	-0.000000	0.012984	0.000000	0.000000	0.000000	
8477	8.47600	0.018034	-0.018034	0.000000	0.000000	-0.000000	0.011542	0.000000	0.000000	0.000000	
8478	8.47700	-0.018034	0.000000	-0.036067	-0.000000	0.000000	0.009378	0.000000	0.000000	0.000000	
8479	8.47800	0.036067	0.000000	0.018034	-0.827964	-0.379039	0.008656	0.000000	0.000000	0.000000	
8480	8.47900	0.018034	0.000000	0.072135	0.014493	0.004511	0.012263	0.000000	0.000000	0.000000	
8481	8.48000	0.018034	0.036067	0.054101	0.009038	-0.001087	0.000721	0.000000	0.000000	0.000000	
8482	8.48100	0.036067	0.018034	0.000000	0.000000	-0.000000	0.005049	0.000000	0.000000	0.000000	
8483	8.48200	0.036067	-0.018034	0.036067	-0.000505	-0.023964	0.007935	0.000000	0.000000	0.000000	
8484	8.48300	0.054101	0.054101	0.036067	-0.002131	0.007099	0.000000	0.000000	0.000000	0.000000	
8485	8.48400	0.036067	0.036067	-0.054101	-0.000000	0.000000	0.008656	0.000000	0.000000	0.000000	
